,name of company,college name,region,year
1421,Jacobs,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1422,PWC,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1423,Parikh Plast,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1424,Pure Water Management,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1425,Vistaar,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1426,E & Y,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1427,Reliance Petrochemical,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1428,DorfKetal,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1429,Book my show,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1430,L & T Tech,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1431,Bill desk,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1432,Infinite USA,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1433,NSE IT,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1434,Atos,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1435,Technimont ICB,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1436,Blue Star,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1437,Ariston Capital,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1438,Amdocs,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1439,AGR Knowledge Services  Pvt. Ltd.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1440,BNP Paribas,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1441,Tresvista,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1442,Zycus,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1443,Indus Valley Partners,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1444,Cimpress,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1445,Atidan (Dot Net),Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1446,Nerolac,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1447,Persistent,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1448,GE,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1449,Syntel,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1450,Toppr.com,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1451,Adobe,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1452,Sanmar,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1453,V C A Wabag,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1454,HUL,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1455,Global Space,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1456,Impact Analytics,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1457,Aufklaren,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1458,Awarthon,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1459,ICICI Prudential,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1460,Endurance,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1461,Visible Alpha,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1462,Deugro projects,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1463,TATA Projects,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1464,BOSCH,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1465,L&T,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1466,SNC Lavalin,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1467,Mahindra and Mahindra,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1468,Fortune Financial Services,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1469,CDP,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1470,NCDEX Ltd.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1471,CAPIOT,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1472,CACTUS,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1473,Edelweiss,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1474,RICL,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1475,Infogain,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1476,Naik wealth Planners,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1477,Sutherland global services,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1478,Amdocs,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1479,AGR Knowledge Services  Pvt. Ltd.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1480,BNP Paribas,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1481,Tresvista,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1482,Zycus,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1483,Indus Valley Partners,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1484,Cimpress,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1485,Atidan (Dot Net),Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1486,Nerolac,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1487,Persistent,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1488,GE,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1489,Syntel,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1490,Toppr.com,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1491,Adobe,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1492,Sanmar,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1493,V C A Wabag,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1494,HUL,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1495,Global Space,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1496,Impact Analytics,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1497,Aufklaren,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1498,Awarthon,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1499,ICICI Prudential,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1500,Endurance,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1501,Visible Alpha,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1502,Deugro projects,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1503,TATA Projects,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1504,BOSCH,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1505,L&T,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1506,SNC Lavalin,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1507,Mahindra and Mahindra,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2017
1508,J P Morgan,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1509,RIL,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1510,ACG Worldwide,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1511,Pharmaeasy,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1512,Morgan Stanley,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1513,Indus Valley Partners,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1514,TCS,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1515,ZS Associates,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1516,Media.net,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1517,Musigma,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1518,Dolat Capital,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1519,Quantiphi,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1520,Halftick,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1521,Godrej,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1522,Infosys,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1523,OFSS,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1524,Seclore,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1525,L & T Infotech,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1526,Jacobs,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1527,Vistaar,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1528,E & Y,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1529,NSE IT,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1530,Atos,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1531,Blue Star,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1532,Fermenta BioTech.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1533,Directi,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1534,Wipro,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1535,Reliance Retail,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1536,College Pond,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1537,Capgemini,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1538,Selec,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1539,BNP Paribas,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1540,Visible Alpha,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1541,Techint,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1542,Deloittee,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1543,Mastek,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1544,"Avalon Global 
Research",Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1545,CN Water,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1546,Tata Communications,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1547,TIME,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1548,Endurance,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1549,Tresvista,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1550,ICICI Prudential,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1551,NSE Tech.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1552,Aufklren,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1553,Tata Projects,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1554,Hexaware,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1555,Apar Ind. Ltd.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1556,Allcargo Ltd.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1557,BYJU,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1558,Toppr.com,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1559,GE,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1560,Think Analytics,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1561,SSC Global,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1562,Cleartax,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1563,Graphene media,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1564,Browser Stack,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1565,Imaginarium,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1566,Logiqids,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1567,Amdocs,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1568,BOSCH,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1569,"Mahindra and 
Mahindra",Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1570,Nerolac Paints,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1571,Gandhi Automation,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1572,MARWADI Shares,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1573,FAB Tech.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1574,Film Board Movies,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1575,Sanmar,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1576,SNC Lavalin,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1577,Public media,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1578,Larsen and Toubro,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1579,Edelweiss,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1580,Aker,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1581,Aarti Ind.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1582,Ion Exchange,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1583,Arkk Consulting,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2018
1584,3D PLM Software (Dassault),Army Institute of Technology,Pune,2018
1585,Mindstix Software Labs,Army Institute of Technology,Pune,2018
1586,Accops Systems,Army Institute of Technology,Pune,2018
1587,Mu Sigma,Army Institute of Technology,Pune,2018
1588,Adobe,Army Institute of Technology,Pune,2018
1589,Must Garments,Army Institute of Technology,Pune,2018
1590,Amazon,Army Institute of Technology,Pune,2018
1591,NTT Data,Army Institute of Technology,Pune,2018
1592,Amdocs,Army Institute of Technology,Pune,2018
1593,Optymyze,Army Institute of Technology,Pune,2018
1594,Amura Marketing Technologies,Army Institute of Technology,Pune,2018
1595,Oracle Fin Serv Software ,Army Institute of Technology,Pune,2018
1596,Atos India,Army Institute of Technology,Pune,2018
1597,Oracle GBU,Army Institute of Technology,Pune,2018
1598,Barclays,Army Institute of Technology,Pune,2018
1599,Pernod Ricard India,Army Institute of Technology,Pune,2018
1600,Bitwise,Army Institute of Technology,Pune,2018
1601,Persistent Systems,Army Institute of Technology,Pune,2018
1602,Blue Bricks,Army Institute of Technology,Pune,2018
1603,Praj Industries,Army Institute of Technology,Pune,2018
1604,Bristlecone India,Army Institute of Technology,Pune,2018
1605,Precision Automation (PARI),Army Institute of Technology,Pune,2018
1606,Capgemini,Army Institute of Technology,Pune,2018
1607,Principal Global Services,Army Institute of Technology,Pune,2018
1608,Commvault,Army Institute of Technology,Pune,2018
1609,Reliance Jio,Army Institute of Technology,Pune,2018
1610,Continental Automotive,Army Institute of Technology,Pune,2018
1611,Renata Precision Components,Army Institute of Technology,Pune,2018
1612,Deloitte,Army Institute of Technology,Pune,2018
1613,Robert Bosch Engineering,Army Institute of Technology,Pune,2018
1614,Directi,Army Institute of Technology,Pune,2018
1615,Saba Software,Army Institute of Technology,Pune,2018
1616,Edelweiss Financial Services,Army Institute of Technology,Pune,2018
1617,Saint Gobain,Army Institute of Technology,Pune,2018
1618,eLitmus,Army Institute of Technology,Pune,2018
1619,Samsung R&D,Army Institute of Technology,Pune,2018
1620,Epic Research Pvt Ltd,Army Institute of Technology,Pune,2018
1621,Sanmar Group,Army Institute of Technology,Pune,2018
1622,FIGmd,Army Institute of Technology,Pune,2018
1623,Sapient,Army Institute of Technology,Pune,2018
1624,Focus Academy of Career Enhancement,Army Institute of Technology,Pune,2018
1625,SAS Research Pvt Ltd,Army Institute of Technology,Pune,2018
1626,Godrej,Army Institute of Technology,Pune,2018
1627,Schlumberger ,Army Institute of Technology,Pune,2018
1628,Good Methods Global Inc,Army Institute of Technology,Pune,2018
1629,Screen Magic,Army Institute of Technology,Pune,2018
1630,Grindwell Norton,Army Institute of Technology,Pune,2018
1631,Sears Holdings,Army Institute of Technology,Pune,2018
1632,Hashmap Inc ,Army Institute of Technology,Pune,2018
1633,Seclore,Army Institute of Technology,Pune,2018
1634,HeyMojo Inc,Army Institute of Technology,Pune,2018
1635,SKF India,Army Institute of Technology,Pune,2018
1636,HSBC Software,Army Institute of Technology,Pune,2018
1637,Symantec,Army Institute of Technology,Pune,2018
1638,Hyundai Constructions,Army Institute of Technology,Pune,2018
1639,Tata Consultancy Services,Army Institute of Technology,Pune,2018
1640,IBM,Army Institute of Technology,Pune,2018
1641,Tata Technologies,Army Institute of Technology,Pune,2018
1642,INA Bearings,Army Institute of Technology,Pune,2018
1643,Tech Mahindra,Army Institute of Technology,Pune,2018
1644,Inbound Mantra,Army Institute of Technology,Pune,2018
1645,Technip FMC,Army Institute of Technology,Pune,2018
1646,Indix Internet India Pvt Ltd,Army Institute of Technology,Pune,2018
1647,Thermax,Army Institute of Technology,Pune,2018
1648,Intelegencia,Army Institute of Technology,Pune,2018
1649,Thoughtworks,Army Institute of Technology,Pune,2018
1650,Inteva Products India,Army Institute of Technology,Pune,2018
1651,Varroc Group,Army Institute of Technology,Pune,2018
1652,ION Trading,Army Institute of Technology,Pune,2018
1653,Veritas,Army Institute of Technology,Pune,2018
1654,JohnDeere,Army Institute of Technology,Pune,2018
1655,Virtusa Polaris,Army Institute of Technology,Pune,2018
1656,Josh Software,Army Institute of Technology,Pune,2018
1657,Vodafone Shared Services,Army Institute of Technology,Pune,2018
1658,Kay Bouvet,Army Institute of Technology,Pune,2018
1659,Volkswagen,Army Institute of Technology,Pune,2018
1660,Konecranes,Army Institute of Technology,Pune,2018
1661,Wavelet Technologies (IFM Engg),Army Institute of Technology,Pune,2018
1662,KPCL,Army Institute of Technology,Pune,2018
1663,Webonise,Army Institute of Technology,Pune,2018
1664,KPIT Technologies,Army Institute of Technology,Pune,2018
1665,Whitesnow,Army Institute of Technology,Pune,2018
1666,KPMG,Army Institute of Technology,Pune,2018
1667,Wipro Technologies,Army Institute of Technology,Pune,2018
1668,KSB Pumps,Army Institute of Technology,Pune,2018
1669,Zimetrics,Army Institute of Technology,Pune,2018
1670,L&T Infotech,Army Institute of Technology,Pune,2018
1671,ZS Associates,Army Institute of Technology,Pune,2018
1672,L&T Tech Services,Army Institute of Technology,Pune,2018
1673,Zycus Infotech,Army Institute of Technology,Pune,2018
1674,Live Health,Army Institute of Technology,Pune,2018
1675,Mahindra & Mahindra,Army Institute of Technology,Pune,2018
1676,Lotus Wireless Solutions ,Army Institute of Technology,Pune,2018
1677,Maximojo,Army Institute of Technology,Pune,2018
1678,JSW ,Army Institute of Technology,Pune,2018
1679,Reflexis,Army Institute of Technology,Pune,2018
1680,Byju’s Think & Learn,Army Institute of Technology,Pune,2018
1681,Unitread,Army Institute of Technology,Pune,2018
1682,Saka Engineerng ,Army Institute of Technology,Pune,2018
1683,Microsoft,Army Institute of Technology,Pune,2018
1684,Amadeus Labs ,Army Institute of Technology,Pune,2018
1685,DeltaX,Army Institute of Technology,Pune,2018
1686,Himachal Futuristic Communication Ltd ,Army Institute of Technology,Pune,2018
1687,Quantiphi,Army Institute of Technology,Pune,2018
1688,Techracers,Army Institute of Technology,Pune,2018
1689,TIAA,Army Institute of Technology,Pune,2018
1690,Value Labs ,Army Institute of Technology,Pune,2018
1691,Wabco,Army Institute of Technology,Pune,2018
1692,FL Smidth,Army Institute of Technology,Pune,2018
1693,Winjit Technologies,Army Institute of Technology,Pune,2018
1694,Forbes Marshall,Army Institute of Technology,Pune,2018
1695,Jaro Education,Army Institute of Technology,Pune,2018
1696,Nineleaps,Army Institute of Technology,Pune,2018
1697,MiniOrange,Army Institute of Technology,Pune,2018
1698,Praj Industries,Army Institute of Technology,Pune,2018
1699,Samsung R&D,Army Institute of Technology,Pune,2018
1700,Renishaw,Army Institute of Technology,Pune,2018
1701,TCS,College of Engineering Pune,Pune,2018
1702,WIPRO,College of Engineering Pune,Pune,2018
1703,INFOSYS,College of Engineering Pune,Pune,2018
1704,IBM SOFTWARE,College of Engineering Pune,Pune,2018
1705,TECH MAHINDRA,College of Engineering Pune,Pune,2018
1706,ACCENTURE,College of Engineering Pune,Pune,2018
1707,TATA ELXSI,College of Engineering Pune,Pune,2018
1708,DELOITTE,College of Engineering Pune,Pune,2018
1709,SATYAM COMPUTER,College of Engineering Pune,Pune,2018
1710,ATOS ORIGIN,College of Engineering Pune,Pune,2018
1711,IFLEX SOLUTIONS,College of Engineering Pune,Pune,2018
1712,GEOMETRIC SOFTWARE,College of Engineering Pune,Pune,2018
1713,PATNI COMPUTERS,College of Engineering Pune,Pune,2018
1714,KRAWLER NETWORKS,College of Engineering Pune,Pune,2018
1715,NVIDIA,College of Engineering Pune,Pune,2018
1716,H.P,College of Engineering Pune,Pune,2018
1717,Z S ASSOCIATES,College of Engineering Pune,Pune,2018
1718,AMDOCS,College of Engineering Pune,Pune,2018
1719,CYBAGE SOFTWARE,College of Engineering Pune,Pune,2018
1720,INFORMATICA,College of Engineering Pune,Pune,2018
1721,TATA MOTORS LTD,College of Engineering Pune,Pune,2018
1722,NEWGEN SOFTWARE,College of Engineering Pune,Pune,2018
1723,JOHN DEERE,College of Engineering Pune,Pune,2018
1724,CUMMINS,College of Engineering Pune,Pune,2018
1725,INDIAN OIL,College of Engineering Pune,Pune,2018
1726,DAIMLER CRYSLER,College of Engineering Pune,Pune,2018
1727,BHARAT PETROLEUM,College of Engineering Pune,Pune,2018
1728,L&T LIMITED,College of Engineering Pune,Pune,2018
1729,EQ TECHNOLOGIES,College of Engineering Pune,Pune,2018
1730,FORBES MARSHALL,College of Engineering Pune,Pune,2018
1731,SCHNEIDER ELECTRIC,College of Engineering Pune,Pune,2018
1732,ESSAR STEEL,College of Engineering Pune,Pune,2018
1733,TATA POWER,College of Engineering Pune,Pune,2018
1734,ITC LTD,College of Engineering Pune,Pune,2018
1735,SYNTEL,College of Engineering Pune,Pune,2018
1736,ASHOK LEYLAND,College of Engineering Pune,Pune,2018
1737,SUNGUARD,College of Engineering Pune,Pune,2018
1738,BPCL,College of Engineering Pune,Pune,2018
1739,GODREJ INFOTECH,College of Engineering Pune,Pune,2018
1740,TCE CONSULTING,College of Engineering Pune,Pune,2018
1741,STERLITE,College of Engineering Pune,Pune,2018
1742,SIEMENS LTD,College of Engineering Pune,Pune,2018
1743,HONEYWELL,College of Engineering Pune,Pune,2018
1744,BAJAJ AUTO LTD,College of Engineering Pune,Pune,2018
1745,THERMAX,College of Engineering Pune,Pune,2018
1746,EATON,College of Engineering Pune,Pune,2018
1747,NATIONAL INSTRUMENTS,College of Engineering Pune,Pune,2018
1748,GCI SOLUTIONS LTD,College of Engineering Pune,Pune,2018
1749,COMMON VAULT,College of Engineering Pune,Pune,2018
1750,TEXAS INSTRUMENTS,College of Engineering Pune,Pune,2018
1751,BUKRATT COMPRESSION,College of Engineering Pune,Pune,2018
1752,B.E.BILLIMORIA,College of Engineering Pune,Pune,2018
1753,RELIANCE ENERGY,College of Engineering Pune,Pune,2018
1754,SOCRATES (TOSHIBA),College of Engineering Pune,Pune,2018
1755,TATA RYSERSON,College of Engineering Pune,Pune,2018
1756,L& T (ECC  DIVISION),College of Engineering Pune,Pune,2018
1757,HINDALCO,College of Engineering Pune,Pune,2018
1758,TATA BLUE SCOPE,College of Engineering Pune,Pune,2018
1759,GODREJ  & BOYCE CO.,College of Engineering Pune,Pune,2018
1760,D.E.SHAW & CO,College of Engineering Pune,Pune,2018
1761,YAHOO,College of Engineering Pune,Pune,2018
1762,SYMANTEC,College of Engineering Pune,Pune,2018
1763,BENTLEY SYSTEM,College of Engineering Pune,Pune,2018
1764,KIRLOSKAR GROUP,College of Engineering Pune,Pune,2018
1765,SCHLUMBERGER,College of Engineering Pune,Pune,2018
1766,ACC CEMENT,College of Engineering Pune,Pune,2018
1767,TAL MANUFACTURING,College of Engineering Pune,Pune,2018
1768,CROMPTON GREAVES,College of Engineering Pune,Pune,2018
1769,MICO BOSCH,College of Engineering Pune,Pune,2018
1770,MARVELL,College of Engineering Pune,Pune,2018
1771,MAHINDRA & MAHINDRA,College of Engineering Pune,Pune,2018
1772,TATA TECHNOLOGIES,College of Engineering Pune,Pune,2018
1773,ISPAT INDUSTRIES,College of Engineering Pune,Pune,2018
1774,VMWARE,College of Engineering Pune,Pune,2018
1775,NOKIA NETWORKS,College of Engineering Pune,Pune,2018
1776,2 COMS,College of Engineering Pune,Pune,2018
1777,HPCL,College of Engineering Pune,Pune,2018
1778,IDEA CELLULAR,College of Engineering Pune,Pune,2018
1779,INTEL,College of Engineering Pune,Pune,2018
1780,FAIRCHILD SEMICONDUCTOR,College of Engineering Pune,Pune,2018
1781,MICO BOSCH,College of Engineering Pune,Pune,2018
1782,ROCKWELL AUTOMATION,College of Engineering Pune,Pune,2018
1783,AFCONS,College of Engineering Pune,Pune,2018
1784,EMERSON EXPORTS,College of Engineering Pune,Pune,2018
1785,MORGAN STANLEY,College of Engineering Pune,Pune,2018
1786,VALEO MINDA,College of Engineering Pune,Pune,2018
1787,INTUIT TECHNOLOGIES,College of Engineering Pune,Pune,2018
1788,CHEMETEX,College of Engineering Pune,Pune,2018
1789,GODREJ & BOYCE,College of Engineering Pune,Pune,2018
1790,NEILSOFT,College of Engineering Pune,Pune,2018
1791,HEWITT,College of Engineering Pune,Pune,2018
1792,BILT,College of Engineering Pune,Pune,2018
1793,TWIN ENGINEERS,College of Engineering Pune,Pune,2018
1794,MUKUND LTD,College of Engineering Pune,Pune,2018
1795,UNITHERM ENGINEERS,College of Engineering Pune,Pune,2018
1796,GSK,College of Engineering Pune,Pune,2018
1797,ONGC,College of Engineering Pune,Pune,2018
1798,STARNET,College of Engineering Pune,Pune,2018
1799,BEHR GROUP,College of Engineering Pune,Pune,2018
1800,SHREE SATYA MINERALS,College of Engineering Pune,Pune,2018
1801,EATON,College of Engineering Pune,Pune,2018
1802,Atos Origin,Dhole Patil College Of Engineering Pune,Pune,2018
1803,Accord Shine,Dhole Patil College Of Engineering Pune,Pune,2018
1804,Accurate Guages,Dhole Patil College Of Engineering Pune,Pune,2018
1805,Ags-Technologies,Dhole Patil College Of Engineering Pune,Pune,2018
1806,Air India,Dhole Patil College Of Engineering Pune,Pune,2018
1807,Airfort Networks,Dhole Patil College Of Engineering Pune,Pune,2018
1808,Alaaka Technology,Dhole Patil College Of Engineering Pune,Pune,2018
1809,Allscripts,Dhole Patil College Of Engineering Pune,Pune,2018
1810,Analyzre Cae Solutions,Dhole Patil College Of Engineering Pune,Pune,2018
1811,Android Company,Dhole Patil College Of Engineering Pune,Pune,2018
1812,Apco Group Mumbai,Dhole Patil College Of Engineering Pune,Pune,2018
1813,Aptara New Media Pvt Ltd.,Dhole Patil College Of Engineering Pune,Pune,2018
1814,Asahi India Glass Pvt.Ltd.,Dhole Patil College Of Engineering Pune,Pune,2018
1815,Aurangabad Bajaj,Dhole Patil College Of Engineering Pune,Pune,2018
1816,Axis Bank,Dhole Patil College Of Engineering Pune,Pune,2018
1817,Asahi India Glass Pvt Ltd,Dhole Patil College Of Engineering Pune,Pune,2018
1818,Bagla Group,Dhole Patil College Of Engineering Pune,Pune,2018
1819,Barclays,Dhole Patil College Of Engineering Pune,Pune,2018
1820,Braves Technology,Dhole Patil College Of Engineering Pune,Pune,2018
1821,Bde-Prathmesh Ceramics Pvt Ltd,Dhole Patil College Of Engineering Pune,Pune,2018
1822,Bny Mellon,Dhole Patil College Of Engineering Pune,Pune,2018
1823,Business Canvas,Dhole Patil College Of Engineering Pune,Pune,2018
1824,Cognizant,Dhole Patil College Of Engineering Pune,Pune,2018
1825,Chakan Mills,Dhole Patil College Of Engineering Pune,Pune,2018
1826,Collabera It Services,Dhole Patil College Of Engineering Pune,Pune,2018
1827,Convergys,Dhole Patil College Of Engineering Pune,Pune,2018
